fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original
2015-12,Estados Unidos,US,Australia,AU,1928021078.0,835665855.0,USD
2016-01,Estados Unidos,US,Australia,AU,1511178489.0,806291076.0,USD
2016-02,Estados Unidos,US,Australia,AU,1574761115.0,715873296.0,USD
2016-03,Estados Unidos,US,Australia,AU,1865514965.0,783149585.0,USD
2016-04,Estados Unidos,US,Australia,AU,1925803865.0,849701847.0,USD
2016-05,Estados Unidos,US,Australia,AU,1870203381.0,958637393.0,USD
2016-06,Estados Unidos,US,Australia,AU,1968312533.0,756843997.0,USD
2016-07,Estados Unidos,US,Australia,AU,1956790040.0,817224448.0,USD
2016-08,Estados Unidos,US,Australia,AU,1958125852.0,844140944.0,USD
2016-09,Estados Unidos,US,Australia,AU,1952920223.0,756976450.0,USD
2016-10,Estados Unidos,US,Australia,AU,1896766743.0,815366929.0,USD
2016-11,Estados Unidos,US,Australia,AU,1810030049.0,714791606.0,USD
2016-12,Estados Unidos,US,Australia,AU,1854361071.0,688823969.0,USD
2017-01,Estados Unidos,US,Australia,AU,1638011858.0,863195270.0,USD
2017-02,Estados Unidos,US,Australia,AU,1867375419.0,661088182.0,USD
2017-03,Estados Unidos,US,Australia,AU,2155561193.0,895201251.0,USD
2017-04,Estados Unidos,US,Australia,AU,2024134614.0,862707346.0,USD
2017-05,Estados Unidos,US,Australia,AU,2087886515.0,846055988.0,USD
2017-06,Estados Unidos,US,Australia,AU,2216083156.0,835926246.0,USD
2017-07,Estados Unidos,US,Australia,AU,1987823512.0,908617853.0,USD
2017-08,Estados Unidos,US,Australia,AU,2006042571.0,952314948.0,USD
2017-09,Estados Unidos,US,Australia,AU,2025708334.0,901005692.0,USD
2017-10,Estados Unidos,US,Australia,AU,2337215608.0,717594483.0,USD
2017-11,Estados Unidos,US,Australia,AU,1924346725.0,754853315.0,USD
2017-12,Estados Unidos,US,Australia,AU,2249072103.0,850757471.0,USD
2018-01,Estados Unidos,US,Australia,AU,1944875858.0,846475107.0,USD
2018-02,Estados Unidos,US,Australia,AU,1957226512.0,599426604.0,USD
2018-03,Estados Unidos,US,Australia,AU,2107928854.0,835067774.0,USD
2018-04,Estados Unidos,US,Australia,AU,2183304414.0,874553361.0,USD
2018-05,Estados Unidos,US,Australia,AU,2137081626.0,858333539.0,USD
2018-06,Estados Unidos,US,Australia,AU,2358894728.0,797460299.0,USD
2018-07,Estados Unidos,US,Australia,AU,2040508177.0,912321186.0,USD
2018-08,Estados Unidos,US,Australia,AU,2234901363.0,925782388.0,USD
2018-09,Estados Unidos,US,Australia,AU,1993105700.0,857063370.0,USD
2018-10,Estados Unidos,US,Australia,AU,2100508034.0,901847070.0,USD
2018-11,Estados Unidos,US,Australia,AU,2227448411.0,873164136.0,USD
2018-12,Estados Unidos,US,Australia,AU,2046510811.0,777156887.0,USD
2019-01,Estados Unidos,US,Australia,AU,1816055607.0,881292867.0,USD
2019-02,Estados Unidos,US,Australia,AU,1797900670.0,761758358.0,USD
2019-03,Estados Unidos,US,Australia,AU,2223094160.0,916470863.0,USD
2019-04,Estados Unidos,US,Australia,AU,2092096187.0,904300063.0,USD
2019-05,Estados Unidos,US,Australia,AU,2001607726.0,1025445090.0,USD
2019-06,Estados Unidos,US,Australia,AU,2056904918.0,867524136.0,USD
2019-07,Estados Unidos,US,Australia,AU,2212333959.0,991667114.0,USD
2019-08,Estados Unidos,US,Australia,AU,2169155660.0,1037326893.0,USD
2019-09,Estados Unidos,US,Australia,AU,2076422063.0,811457728.0,USD
2019-10,Estados Unidos,US,Australia,AU,2506953059.0,884623228.0,USD
2019-11,Estados Unidos,US,Australia,AU,2204965024.0,883517870.0,USD
2019-12,Estados Unidos,US,Australia,AU,2717981112.0,858463206.0,USD
2020-01,Estados Unidos,US,Australia,AU,1701408363.0,926161820.0,USD
2020-02,Estados Unidos,US,Australia,AU,2137364231.0,732574542.0,USD
2020-03,Estados Unidos,US,Australia,AU,2140373562.0,1111567293.0,USD
2020-04,Estados Unidos,US,Australia,AU,1598521196.0,2153529247.0,USD
2020-05,Estados Unidos,US,Australia,AU,1748172735.0,1574511027.0,USD
2020-06,Estados Unidos,US,Australia,AU,1729180425.0,831344805.0,USD
2020-07,Estados Unidos,US,Australia,AU,2125927691.0,1658073589.0,USD
2020-08,Estados Unidos,US,Australia,AU,2062428626.0,1183696262.0,USD
2020-09,Estados Unidos,US,Australia,AU,2068495124.0,1078817056.0,USD
2020-10,Estados Unidos,US,Australia,AU,2145839871.0,778821287.0,USD
2020-11,Estados Unidos,US,Australia,AU,1956308336.0,850021385.0,USD
2020-12,Estados Unidos,US,Australia,AU,1960710749.0,1537267942.0,USD
2021-01,Estados Unidos,US,Australia,AU,1735603915.0,942546564.0,USD
2021-02,Estados Unidos,US,Australia,AU,1720310208.0,1027354871.0,USD
2021-03,Estados Unidos,US,Australia,AU,2585305606.0,886238900.0,USD
2021-04,Estados Unidos,US,Australia,AU,2225421621.0,1000183636.0,USD
2021-05,Estados Unidos,US,Australia,AU,2411764866.0,905012284.0,USD
